"","date","NDVI_hectareID_1","NDVI_sd_hectareID_1","NDVI_hectareID_2","NDVI_sd_hectareID_2","NDVI_hectareID_3","NDVI_sd_hectareID_3","NDVI_hectareID_4","NDVI_sd_hectareID_4","NDVI_hectareID_5","NDVI_sd_hectareID_5","NDVI_hectareID_6","NDVI_sd_hectareID_6","NDVI_hectareID_7","NDVI_sd_hectareID_7","NDVI_hectareID_8","NDVI_sd_hectareID_8","NDVI_hectareID_9","NDVI_sd_hectareID_9","NDVI_hectareID_10","NDVI_sd_hectareID_10","NDVI_hectareID_11","NDVI_sd_hectareID_11","NDVI_hectareID_12","NDVI_sd_hectareID_12","NDVI_hectareID_13","NDVI_sd_hectareID_13","NDVI_hectareID_14","NDVI_sd_hectareID_14","NDVI_hectareID_15","NDVI_sd_hectareID_15","NDVI_hectareID_16","NDVI_sd_hectareID_16","NDVI_hectareID_17","NDVI_sd_hectareID_17","NDVI_hectareID_18","NDVI_sd_hectareID_18","NDVI_hectareID_19","NDVI_sd_hectareID_19","NDVI_hectareID_20","NDVI_sd_hectareID_20","NDVI_hectareID_21","NDVI_sd_hectareID_21","NDVI_hectareID_22","NDVI_sd_hectareID_22","NDVI_hectareID_23","NDVI_sd_hectareID_23","NDVI_hectareID_24","NDVI_sd_hectareID_24","NDVI_hectareID_25","NDVI_sd_hectareID_25","NDVI_hectareID_26","NDVI_sd_hectareID_26","NDVI_hectareID_27","NDVI_sd_hectareID_27","NDVI_hectareID_28","NDVI_sd_hectareID_28","NDVI_hectareID_29","NDVI_sd_hectareID_29","NDVI_hectareID_30","NDVI_sd_hectareID_30","NDVI_hectareID_31","NDVI_sd_hectareID_31","NDVI_hectareID_32","NDVI_sd_hectareID_32","NDVI_hectareID_33","NDVI_sd_hectareID_33","NDVI_hectareID_34","NDVI_sd_hectareID_34","NDVI_hectareID_35","NDVI_sd_hectareID_35","NDVI_hectareID_36","NDVI_sd_hectareID_36","NDVI_hectareID_37","NDVI_sd_hectareID_37","NDVI_hectareID_38","NDVI_sd_hectareID_38","NDVI_hectareID_39","NDVI_sd_hectareID_39","NDVI_hectareID_40","NDVI_sd_hectareID_40","NDVI_hectareID_41","NDVI_sd_hectareID_41","NDVI_hectareID_42","NDVI_sd_hectareID_42","NDVI_hectareID_43","NDVI_sd_hectareID_43","NDVI_hectareID_44","NDVI_sd_hectareID_44","NDVI_hectareID_45","NDVI_sd_hectareID_45","NDVI_hectareID_46","NDVI_sd_hectareID_46","NDVI_hectareID_47","NDVI_sd_hectareID_47","NDVI_hectareID_48","NDVI_sd_hectareID_48","NDVI_hectareID_49","NDVI_sd_hectareID_49","NDVI_hectareID_50","NDVI_sd_hectareID_50","NDVI_hectareID_51","NDVI_sd_hectareID_51","NDVI_hectareID_52","NDVI_sd_hectareID_52","NDVI_hectareID_53","NDVI_sd_hectareID_53","NDVI_hectareID_54","NDVI_sd_hectareID_54","NDVI_hectareID_55","NDVI_sd_hectareID_55","NDVI_hectareID_56","NDVI_sd_hectareID_56","NDVI_hectareID_57","NDVI_sd_hectareID_57","NDVI_hectareID_58","NDVI_sd_hectareID_58","NDVI_hectareID_59","NDVI_sd_hectareID_59","NDVI_hectareID_60","NDVI_sd_hectareID_60","NDVI_hectareID_61","NDVI_sd_hectareID_61","NDVI_hectareID_62","NDVI_sd_hectareID_62","NDVI_hectareID_63","NDVI_sd_hectareID_63","NDVI_hectareID_64","NDVI_sd_hectareID_64","NDVI_hectareID_65","NDVI_sd_hectareID_65","NDVI_hectareID_66","NDVI_sd_hectareID_66","NDVI_hectareID_67","NDVI_sd_hectareID_67","NDVI_hectareID_68","NDVI_sd_hectareID_68","NDVI_hectareID_69","NDVI_sd_hectareID_69","NDVI_hectareID_70","NDVI_sd_hectareID_70","NDVI_hectareID_71","NDVI_sd_hectareID_71","NDVI_hectareID_72","NDVI_sd_hectareID_72","NDVI_hectareID_73","NDVI_sd_hectareID_73","NDVI_hectareID_74","NDVI_sd_hectareID_74","NDVI_hectareID_75","NDVI_sd_hectareID_75","NDVI_hectareID_76","NDVI_sd_hectareID_76","NDVI_hectareID_77","NDVI_sd_hectareID_77","NDVI_hectareID_78","NDVI_sd_hectareID_78","NDVI_hectareID_79","NDVI_sd_hectareID_79","NDVI_hectareID_80","NDVI_sd_hectareID_80","NDVI_hectareID_81","NDVI_sd_hectareID_81","NDVI_hectareID_82","NDVI_sd_hectareID_82","NDVI_hectareID_83","NDVI_sd_hectareID_83","NDVI_hectareID_84","NDVI_sd_hectareID_84","NDVI_hectareID_85","NDVI_sd_hectareID_85","NDVI_hectareID_86","NDVI_sd_hectareID_86","NDVI_hectareID_87","NDVI_sd_hectareID_87","NDVI_hectareID_88","NDVI_sd_hectareID_88","NDVI_hectareID_89","NDVI_sd_hectareID_89","NDVI_hectareID_90","NDVI_sd_hectareID_90","NDVI_hectareID_91","NDVI_sd_hectareID_91","NDVI_hectareID_92","NDVI_sd_hectareID_92","NDVI_hectareID_93","NDVI_sd_hectareID_93","NDVI_hectareID_94","NDVI_sd_hectareID_94","NDVI_hectareID_95","NDVI_sd_hectareID_95","NDVI_hectareID_96","NDVI_sd_hectareID_96","NDVI_hectareID_97","NDVI_sd_hectareID_97","NDVI_hectareID_98","NDVI_sd_hectareID_98","NDVI_hectareID_99","NDVI_sd_hectareID_99","NDVI_hectareID_100","NDVI_sd_hectareID_100","NDVI_hectareID_101","NDVI_sd_hectareID_101","NDVI_hectareID_102","NDVI_sd_hectareID_102","NDVI_hectareID_103","NDVI_sd_hectareID_103","NDVI_hectareID_104","NDVI_sd_hectareID_104","NDVI_hectareID_105","NDVI_sd_hectareID_105","NDVI_hectareID_106","NDVI_sd_hectareID_106","NDVI_hectareID_107","NDVI_sd_hectareID_107","NDVI_hectareID_108","NDVI_sd_hectareID_108","NDVI_hectareID_109","NDVI_sd_hectareID_109","NDVI_hectareID_110","NDVI_sd_hectareID_110","NDVI_hectareID_111","NDVI_sd_hectareID_111","NDVI_hectareID_112","NDVI_sd_hectareID_112","NDVI_hectareID_113","NDVI_sd_hectareID_113","NDVI_hectareID_114","NDVI_sd_hectareID_114","NDVI_hectareID_115","NDVI_sd_hectareID_115","NDVI_hectareID_116","NDVI_sd_hectareID_116","NDVI_hectareID_117","NDVI_sd_hectareID_117","NDVI_hectareID_118","NDVI_sd_hectareID_118","NDVI_hectareID_119","NDVI_sd_hectareID_119","NDVI_hectareID_120","NDVI_sd_hectareID_120","NDVI_hectareID_121","NDVI_sd_hectareID_121","NDVI_hectareID_122","NDVI_sd_hectareID_122","NDVI_hectareID_123","NDVI_sd_hectareID_123","NDVI_hectareID_124","NDVI_sd_hectareID_124","NDVI_hectareID_125","NDVI_sd_hectareID_125","NDVI_hectareID_126","NDVI_sd_hectareID_126","NDVI_hectareID_127","NDVI_sd_hectareID_127","NDVI_hectareID_128","NDVI_sd_hectareID_128","NDVI_hectareID_129","NDVI_sd_hectareID_129"
"23",2019-06-05,0.884235,0,0.635965,0,0.880694,0,0.900723,0,0.877608,0,0.904826,0,0.897734,0,0.889758,0,0.877686,0,0.892143,0,0.893754,0,0.880287,0,0.865983,0,0.885466,0,0.883041,0,0.786603,0,0.900173,0,0.890227,0,0.87724,0,0.892659,0,0.880458,0,0.882438,0,0.886739,0,0.899545,0,0.881213,0,0.898822,0,0.887093,0,0.89097,0,0.878053,0,0.867133,0,0.875463,0,0.894773,0,0.883826,0,0.893603,0,0.89622,0,0.886873,0,0.873353,0,0.862838,0,0.90165,0,0.875502,0,0.881525,0,0.893353,0,0.903751,0,0.812396,0,0.88653,0,0.894519,0,0.886576,0,0.871572,0,0.891873,0,0.911098,0,0.878658,0,0.827604,0,0.887061,0,0.885858,0,0.894994,0,0.874262,0,0.867773,0,0.897417,0,0.877474,0,0.88464,0,0.850604,0,0.883844,0,0.893847,0,0.889615,0,0.883729,0,0.892729,0,0.881641,0,0.888233,0,0.882353,0,0.8999,0,0.89927,0,0.889278,0,0.894373,0,0.883762,0,0.871256,0,0.890311,0,0.900415,0,0.885865,0,0.885355,0,0.890714,0,0.884016,0,0.89652,0,0.88302,0,0.880734,0,0.880875,0,0.89938,0,0.894442,0,0.890459,0,0.896373,0,0.873188,0,0.889125,0,0.894912,0,0.882353,0,0.889797,0,0.885544,0,0.892529,0,0.887863,0,0.882236,0,0.885246,0,NA,NA,0.893512,0,0.877953,0,0.886515,0,0.885754,0,0.863275,0,0.867707,0,0.870248,0,0.889359,0,0.890392,0,0.890371,0,0.879943,0,0.88916,0,0.90675,0,0.894629,0,0.88979,0,0.877852,0,0.893109,0,0.881899,0,0.880266,0,0.891778,0,0.885835,0,0.87707,0,0.875501,0,0.904271,0,0.883537,0,0.892795,0,0.871686,0,0.886709,0,0.898294,0
"24",2019-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.682358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2019-06-20,0.894118,0,0.665016,0,0.891141,0,0.911111,0,0.892568,0,0.915058,0,0.910515,0,0.894778,0,0.898919,0,0.903094,0,0.905771,0,0.894029,0,0.882579,0,0.89757,0,0.898402,0,0.791358,0,0.907011,0,0.901235,0,0.896183,0,0.904733,0,0.891402,0,0.905299,0,0.898219,0,0.91301,0,0.89883,0,0.909353,0,0.903811,0,0.896074,0,0.886268,0,0.885445,0,0.897542,0,0.903709,0,0.900917,0,0.90714,0,0.898947,0,0.894814,0,0.889486,0,0.885494,0,0.911375,0,0.892795,0,0.893928,0,0.903067,0,0.904412,0,0.816802,0,0.904988,0,0.90635,0,0.90544,0,0.897618,0,0.906035,0,0.916667,0,0.892844,0,0.826618,0,0.897776,0,0.897015,0,0.909289,0,0.875447,0,0.863044,0,0.908277,0,0.901899,0,0.90439,0,0.858413,0,0.879678,0,0.904459,0,0.90581,0,0.892189,0,0.901543,0,0.899976,0,0.900215,0,0.896152,0,0.910877,0,0.911997,0,0.891016,0,0.912385,0,0.902036,0,0.885695,0,0.902236,0,0.910075,0,0.905815,0,0.907703,0,0.902893,0,0.896045,0,0.905093,0,0.895357,0,0.893695,0,0.893284,0,0.91223,0,0.905755,0,0.896779,0,0.899358,0,0.888567,0,0.905232,0,0.910437,0,0.896501,0,0.901822,0,0.903196,0,0.905474,0,0.901488,0,0.902083,0,0.902486,0,0.901007,0,0.902776,0,0.901389,0,0.900309,0,0.894818,0,0.86678,0,0.900415,0,0.884516,0,0.900766,0,0.891406,0,0.905441,0,0.890591,0,0.903763,0,0.916995,0,0.901594,0,0.90824,0,0.892669,0,0.907663,0,0.896901,0,0.90153,0,0.906652,0,0.903953,0,0.894352,0,0.889603,0,0.915745,0,0.9003,0,0.907027,0,0.898435,0,0.900115,0,0.908606,0
"26",2019-06-25,NA,NA,0.520689,0,NA,NA,NA,NA,NA,NA,NA,NA,0.884051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669962,0,NA,NA,0.771244,0,0.161913,0,0.588768,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812071,0,NA,NA,NA,NA,0.406797,0,NA,NA,NA,NA,0.869577,0,0.829013,0,NA,NA,0.880261,0,0.887113,0,NA,NA,NA,NA,NA,NA,NA,NA,0.87103,0,0.449208,0,0.90384,0,0.814417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867598,0,NA,NA,0.877815,0,0.864453,0,NA,NA,NA,NA,NA,NA,0.853769,0,0.880957,0,0.86534,0,NA,NA,NA,NA,0.522098,0,NA,NA,NA,NA,NA,NA,0.8996,0,0.299919,0,0.733096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551696,0,NA,NA,NA,NA,0.884261,0,NA,NA,NA,NA,NA,NA,NA,NA,0.396444,0,0.889666,0,NA,NA,NA,NA,0.822363,0,0.887392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868976,0,NA,NA,NA,NA,NA,NA,0.784318,0,NA,NA,NA,NA,0.320296,0,0.896113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87555,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2019-07-05,0.876149,0,0.652914,0,0.867347,0,0.894048,0,0.865762,0,0.892857,0,0.887107,0,0.870717,0,0.873669,0,0.881643,0,0.878058,0,0.864012,0,0.865124,0,0.876597,0,0.874428,0,0.764127,0,0.866522,0,0.87064,0,0.873731,0,0.883996,0,0.869556,0,0.88535,0,0.87625,0,0.886669,0,0.879077,0,0.886696,0,0.883318,0,0.874429,0,0.863723,0,0.869307,0,0.883598,0,0.883537,0,0.878157,0,0.877449,0,0.883729,0,0.875274,0,0.874022,0,0.866244,0,NA,NA,0.868505,0,0.863215,0,0.879908,0,0.876875,0,0.798898,0,0.889915,0,0.880086,0,0.880547,0,0.869206,0,0.883712,0,0.904184,0,0.872602,0,0.76788,0,0.876338,0,0.869888,0,0.88147,0,0.859494,0,0.84876,0,0.886216,0,0.879684,0,0.875257,0,0.841259,0,0.859797,0,0.879057,0,0.889276,0,0.869858,0,0.879527,0,0.880943,0,0.875046,0,0.877133,0,0.891601,0,0.888847,0,0.877266,0,0.895487,0,0.877573,0,0.862022,0,0.879764,0,0.887526,0,0.881833,0,0.882353,0,0.878613,0,0.87194,0,0.887875,0,0.862994,0,0.868197,0,0.872783,0,0.894152,0,0.886941,0,0.879323,0,0.879832,0,0.860939,0,0.880055,0,0.88623,0,0.880909,0,0.884397,0,0.878827,0,0.884986,0,0.87518,0,0.871983,0,0.883362,0,0.875998,0,0.878086,0,0.880727,0,0.880978,0,0.875981,0,0.835592,0,0.865595,0,0.859978,0,0.876152,0,0.871942,0,0.867982,0,0.865434,0,0.887407,0,0.899816,0,0.881607,0,0.888478,0,0.86657,0,0.883641,0,0.876408,0,0.878601,0,0.878922,0,0.882084,0,0.872408,0,0.869397,0,0.894078,0,0.878719,0,0.886431,0,0.867984,0,0.876591,0,0.857612,0
"28",2019-07-15,0.870557,0,0.666529,0,0.872325,0,0.892377,0,0.86652,0,0.893706,0,0.891977,0,0.879336,0,0.881461,0,0.88586,0,0.886657,0,0.876597,0,0.865863,0,0.879014,0,0.872647,0,0.768569,0,0.890987,0,0.884991,0,0.878806,0,0.883917,0,0.870902,0,0.884047,0,0.878657,0,0.890566,0,0.87881,0,0.891451,0,0.883111,0,0.877315,0,0.866475,0,0.863771,0,0.87834,0,0.88021,0,0.878324,0,0.887245,0,0.884457,0,0.87907,0,0.872775,0,0.867217,0,0.890834,0,0.872428,0,0.873628,0,0.888065,0,0.888394,0,0.806235,0,0.883436,0,0.885246,0,0.882275,0,0.880492,0,0.884835,0,0.905868,0,0.874209,0,0.784362,0,0.876828,0,0.877729,0,0.890064,0,0.86144,0,0.847833,0,0.888848,0,0.883304,0,0.878747,0,0.84832,0,0.857419,0,0.889541,0,0.883402,0,0.87811,0,0.888577,0,0.884,0,0.879026,0,0.876753,0,0.894993,0,0.891353,0,0.879139,0,0.897638,0,0.880767,0,0.86575,0,0.881459,0,0.893631,0,0.883695,0,0.883781,0,0.885657,0,0.875321,0,0.891995,0,0.880704,0,0.873584,0,0.873567,0,0.89421,0,0.888379,0,0.880875,0,0.883905,0,0.87013,0,0.881717,0,0.888386,0,0.884303,0,0.88326,0,0.878674,0,0.880848,0,0.883362,0,0.878303,0,0.882551,0,0.878272,0,0.885949,0,0.875087,0,0.878698,0,0.870665,0,0.834687,0,0.87761,0,0.868983,0,0.883871,0,0.877623,0,0.882615,0,0.869253,0,0.884256,0,0.898716,0,0.883037,0,0.887613,0,0.869718,0,0.887043,0,0.878261,0,0.875383,0,0.887971,0,0.877765,0,0.871956,0,0.866417,0,0.897159,0,0.879851,0,0.885447,0,0.87642,0,0.875047,0,0.884513,0
"29",2019-07-20,NA,NA,NA,NA,0.873147,0,0.894737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891736,0,NA,NA,0.871709,0,NA,NA,0.875812,0,NA,NA,0.842484,0,NA,NA,NA,NA,NA,NA,NA,NA,0.87024,0,0.784663,0,NA,NA,NA,NA,0.899494,0,NA,NA,NA,NA,NA,NA,0.869369,0,0.323182,0,0.882653,0,NA,NA,NA,NA,0.740181,0,NA,NA,0.881181,0,0.872005,0,0.887808,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890682,0,0.893445,0,0.876486,0,NA,NA,NA,NA,0.913174,0,0.871219,0,0.78045,0,NA,NA,0.881237,0,NA,NA,NA,NA,NA,NA,0.891037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895022,0,0.861222,0,0.876269,0,NA,NA,0.880464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878364,0,0.843664,0,NA,NA,0.470252,0,NA,NA,NA,NA,NA,NA,NA,NA,0.885147,0,0.769802,0,NA,NA,0.856045,0,NA,NA,0.877942,0,NA,NA,0.891622,0,NA,NA,0.876652,0,0.798246,0,NA,NA,NA,NA,NA,NA,NA,NA,0.880435,0,NA,NA,NA,NA,0.726339,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891429,0,0.896236,0,0.883168,0,NA,NA,NA,NA,NA,NA,NA,NA,0.872086,0,NA,NA,0.777589,0,NA,NA,0.862937,0,NA,NA,NA,NA,0.888781,0,NA,NA,NA,NA,NA,NA
"30",2019-07-25,NA,NA,0.557271,0,0.688284,0,NA,NA,NA,NA,0.532353,0,0.846033,0,0.867878,0,NA,NA,0.878885,0,0.87812,0,0.866229,0,NA,NA,NA,NA,0.799093,0,NA,NA,0.841282,0,0.730839,0,NA,NA,0.810745,0,0.866189,0,NA,NA,0.798914,0,0.698778,0,NA,NA,0.822739,0,0.65627,0,0.869849,0,0.847096,0,NA,NA,NA,NA,0.873672,0,0.823652,0,0.772713,0,0.619583,0,0.628177,0,NA,NA,NA,NA,NA,NA,0.866066,0,0.864725,0,0.864774,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674629,0,NA,NA,NA,NA,NA,NA,0.83313,0,0.868282,0,0.872798,0,NA,NA,NA,NA,0.793349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.821407,0,0.877496,0,0.876271,0,0.767166,0,0.765839,0,0.791992,0,NA,NA,NA,NA,NA,NA,0.758941,0,NA,NA,NA,NA,0.870642,0,0.876615,0,NA,NA,0.868713,0,0.86662,0,0.87133,0,0.562192,0,NA,NA,0.825697,0,NA,NA,0.837443,0,0.589593,0,0.538668,0,NA,NA,NA,NA,0.872642,0,0.585807,0,NA,NA,NA,NA,0.853316,0,0.813238,0,NA,NA,NA,NA,0.872893,0,0.877318,0,NA,NA,NA,NA,NA,NA,0.789134,0,NA,NA,0.746912,0,0.860881,0,NA,NA,NA,NA,0.653798,0,NA,NA,0.871027,0,0.859625,0,NA,NA,0.778861,0,0.874904,0,NA,NA,NA,NA,0.768259,0,NA,NA,NA,NA,NA,NA,0.89041,0,NA,NA,NA,NA,NA,NA,NA,NA,0.769937,0
"31",2019-07-30,NA,NA,NA,NA,NA,NA,NA,NA,0.814356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869464,0,NA,NA,0.875699,0,0.860366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683133,0,NA,NA,NA,NA,NA,NA,NA,NA,0.890625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848944,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2019-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823989,0,NA,NA,NA,NA,NA,NA,NA,NA,0.717679,0,NA,NA,0.849864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816429,0,NA,NA,NA,NA,0.795717,0,NA,NA,NA,NA,NA,NA,0.831876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808568,0,NA,NA,NA,NA,NA,NA,NA,NA,0.800625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2019-08-09,0.879738,0,NA,NA,NA,NA,NA,NA,0.877481,0,NA,NA,NA,NA,NA,NA,0.880467,0,0.748204,0,NA,NA,0.887281,0,0.87311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890504,0,0.891903,0,0.872462,0,NA,NA,NA,NA,0.8967,0,0.889839,0,NA,NA,0.897361,0,NA,NA,0.871679,0,NA,NA,NA,NA,0.891662,0,0.874917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872963,0,0.879035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859408,0,0.890657,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897666,0,NA,NA,NA,NA,NA,NA,0.890827,0,0.876176,0,0.821325,0,NA,NA,0.886418,0,NA,NA,NA,NA,NA,NA,0.805188,0,NA,NA,NA,NA,0.888221,0,NA,NA,NA,NA,NA,NA,0.8845,0,0.810368,0,NA,NA,NA,NA,0.892442,0,NA,NA,0.781022,0,NA,NA,NA,NA,NA,NA,0.873763,0,NA,NA,NA,NA,0.711088,0,NA,NA,NA,NA,NA,NA,0.710796,0,NA,NA,NA,NA,NA,NA,0.882976,0,NA,NA,NA,NA,0.849071,0,0.897385,0,0.889522,0,NA,NA,NA,NA,NA,NA,0.870397,0,NA,NA,0.892857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890884,0,0.905831,0,NA,NA,0.892793,0,0.877036,0,0.898177,0,0.855228,0,0.783784,0,0.891789,0,0.880137,0,NA,NA,0.873418,0,0.409776,0,0.878523,0,NA,NA,0.883037,0,0.885653,0,0.890741,0
"34",2019-08-19,0.830799,0,0.659692,0,0.841972,0,0.866625,0,0.838744,0,0.869068,0,0.868968,0,0.860022,0,0.846628,0,0.864037,0,0.860615,0,0.849805,0,0.831897,0,0.841833,0,0.844427,0,0.726624,0,0.871081,0,0.85671,0,0.851302,0,0.848699,0,0.849755,0,0.849125,0,0.848649,0,0.860876,0,0.842378,0,0.866806,0,0.848391,0,0.854723,0,0.846921,0,0.829054,0,0.839242,0,0.859882,0,0.846987,0,0.85402,0,0.855886,0,0.851275,0,0.843863,0,0.838876,0,0.864244,0,0.84926,0,0.851032,0,0.861622,0,0.885764,0,0.788349,0,0.845174,0,0.852168,0,0.834899,0,0.846263,0,0.864572,0,0.880448,0,0.837026,0,0.741235,0,0.853423,0,0.855405,0,0.858211,0,0.843255,0,0.817329,0,0.859459,0,0.85404,0,0.837393,0,0.831226,0,0.826335,0,0.863289,0,0.850101,0,0.854417,0,0.863023,0,0.856657,0,0.850914,0,0.851666,0,0.86983,0,0.863851,0,0.87198,0,0.871762,0,0.842701,0,0.841249,0,0.848709,0,0.87103,0,0.85744,0,0.839405,0,0.855601,0,0.850394,0,0.855734,0,0.850865,0,0.840029,0,0.849246,0,0.871429,0,0.858707,0,0.847134,0,0.859176,0,0.825714,0,0.839946,0,0.861889,0,0.855894,0,0.854989,0,0.837942,0,0.849949,0,0.854519,0,0.832464,0,0.846476,0,0.848928,0,0.857143,0,0.838225,0,0.837477,0,0.828149,0,0.784395,0,0.845234,0,0.844791,0,0.858947,0,0.870902,0,0.856987,0,0.848164,0,0.854495,0,0.869885,0,0.859031,0,0.842959,0,0.832505,0,0.85625,0,0.832778,0,0.829817,0,0.857787,0,0.836936,0,0.844338,0,0.831964,0,0.86606,0,0.840661,0,0.847701,0,0.837517,0,0.83327,0,0.850169,0
