system:time_start,NDVI_median,fitted
"Sep 17, 2021",0.763,0.759
"Sep 22, 2021",,0.756
"Sep 22, 2021",,0.756
"Sep 22, 2021",,0.756
"Sep 22, 2021",,0.756
"Sep 27, 2021",,0.754
"Sep 27, 2021",0.672,0.754
"Sep 27, 2021",,0.754
"Sep 27, 2021",0.674,0.754
"Oct 2, 2021",0.687,0.752
"Oct 2, 2021",0.646,0.752
"Oct 2, 2021",0.676,0.752
"Oct 2, 2021",0.671,0.752
"Oct 7, 2021",,0.751
"Oct 7, 2021",,0.751
"Oct 7, 2021",,0.751
"Oct 7, 2021",,0.751
"Oct 12, 2021",,0.749
"Oct 12, 2021",,0.749
"Oct 12, 2021",,0.749
"Oct 12, 2021",,0.749
"Oct 17, 2021",,0.749
"Oct 17, 2021",,0.749
"Oct 17, 2021",,0.749
"Oct 17, 2021",,0.749
"Oct 22, 2021",,0.748
"Oct 22, 2021",,0.748
"Oct 22, 2021",,0.748
"Oct 22, 2021",,0.748
"Oct 27, 2021",0.755,0.748
"Oct 27, 2021",0.794,0.748
"Oct 27, 2021",0.801,0.748
"Oct 27, 2021",0.786,0.748
"Nov 1, 2021",,0.748
"Nov 1, 2021",,0.748
"Nov 1, 2021",,0.748
"Nov 1, 2021",,0.748
"Nov 6, 2021",,0.749
"Nov 6, 2021",0.786,0.749
"Nov 6, 2021",,0.749
"Nov 6, 2021",0.772,0.749
"Nov 11, 2021",,0.75
"Nov 11, 2021",,0.75
"Nov 11, 2021",,0.75
"Nov 11, 2021",,0.75
"Nov 16, 2021",,0.751
"Nov 16, 2021",,0.751
"Nov 16, 2021",,0.751
"Nov 16, 2021",,0.751
"Nov 21, 2021",,0.753
"Nov 21, 2021",,0.753
"Nov 21, 2021",,0.753
"Nov 21, 2021",,0.753
"Nov 26, 2021",,0.755
"Nov 26, 2021",0.803,0.755
"Nov 26, 2021",,0.755
"Nov 26, 2021",0.783,0.755
"Dec 1, 2021",,0.757
"Dec 1, 2021",,0.757
"Dec 1, 2021",,0.757
"Dec 1, 2021",,0.757
"Dec 6, 2021",,0.76
"Dec 6, 2021",0.632,0.76
"Dec 6, 2021",,0.76
"Dec 6, 2021",0.618,0.76
"Dec 11, 2021",,0.763
"Dec 11, 2021",,0.763
"Dec 11, 2021",,0.763
"Dec 11, 2021",,0.763
"Dec 16, 2021",0.739,0.766
"Dec 16, 2021",0.856,0.766
"Dec 16, 2021",0.665,0.766
"Dec 16, 2021",0.86,0.766
"Dec 21, 2021",,0.769
"Dec 21, 2021",,0.769
"Dec 21, 2021",,0.769
"Dec 21, 2021",,0.769
"Dec 26, 2021",,0.772
"Dec 26, 2021",,0.772
"Dec 26, 2021",,0.772
"Dec 26, 2021",,0.772
"Dec 31, 2021",0.664,0.776
"Dec 31, 2021",0.83,0.776
"Dec 31, 2021",0.606,0.776
"Dec 31, 2021",0.827,0.776
