system:time_start,EVI2_median,fitted
"Sep 17, 2021",0.435,0.462
"Sep 22, 2021",,0.466
"Sep 22, 2021",,0.466
"Sep 22, 2021",,0.466
"Sep 22, 2021",,0.466
"Sep 27, 2021",,0.47
"Sep 27, 2021",0.393,0.47
"Sep 27, 2021",,0.47
"Sep 27, 2021",0.389,0.47
"Oct 2, 2021",0.517,0.475
"Oct 2, 2021",0.372,0.475
"Oct 2, 2021",0.508,0.475
"Oct 2, 2021",0.397,0.475
"Oct 7, 2021",,0.48
"Oct 7, 2021",,0.48
"Oct 7, 2021",,0.48
"Oct 7, 2021",,0.48
"Oct 12, 2021",,0.485
"Oct 12, 2021",,0.485
"Oct 12, 2021",,0.485
"Oct 12, 2021",,0.485
"Oct 17, 2021",,0.49
"Oct 17, 2021",,0.49
"Oct 17, 2021",,0.49
"Oct 17, 2021",,0.49
"Oct 22, 2021",,0.495
"Oct 22, 2021",,0.495
"Oct 22, 2021",,0.495
"Oct 22, 2021",,0.495
"Oct 27, 2021",0.51,0.5
"Oct 27, 2021",0.537,0.5
"Oct 27, 2021",0.535,0.5
"Oct 27, 2021",0.54,0.5
"Nov 1, 2021",,0.505
"Nov 1, 2021",,0.505
"Nov 1, 2021",,0.505
"Nov 1, 2021",,0.505
"Nov 6, 2021",,0.51
"Nov 6, 2021",0.524,0.51
"Nov 6, 2021",,0.51
"Nov 6, 2021",0.521,0.51
"Nov 11, 2021",,0.515
"Nov 11, 2021",,0.515
"Nov 11, 2021",,0.515
"Nov 11, 2021",,0.515
"Nov 16, 2021",,0.52
"Nov 16, 2021",,0.52
"Nov 16, 2021",,0.52
"Nov 16, 2021",,0.52
"Nov 21, 2021",,0.525
"Nov 21, 2021",,0.525
"Nov 21, 2021",,0.525
"Nov 21, 2021",,0.525
"Nov 26, 2021",,0.529
"Nov 26, 2021",0.584,0.529
"Nov 26, 2021",,0.529
"Nov 26, 2021",0.564,0.529
"Dec 1, 2021",,0.533
"Dec 1, 2021",,0.533
"Dec 1, 2021",,0.533
"Dec 1, 2021",,0.533
"Dec 6, 2021",,0.537
"Dec 6, 2021",0.53,0.537
"Dec 6, 2021",,0.537
"Dec 6, 2021",0.537,0.537
"Dec 11, 2021",,0.541
"Dec 11, 2021",,0.541
"Dec 11, 2021",,0.541
"Dec 11, 2021",,0.541
"Dec 16, 2021",0.519,0.544
"Dec 16, 2021",0.574,0.544
"Dec 16, 2021",0.454,0.544
"Dec 16, 2021",0.582,0.544
"Dec 21, 2021",,0.547
"Dec 21, 2021",,0.547
"Dec 21, 2021",,0.547
"Dec 21, 2021",,0.547
"Dec 26, 2021",,0.55
"Dec 26, 2021",,0.55
"Dec 26, 2021",,0.55
"Dec 26, 2021",,0.55
"Dec 31, 2021",0.445,0.552
"Dec 31, 2021",0.627,0.552
"Dec 31, 2021",0.434,0.552
"Dec 31, 2021",0.631,0.552
